GANTRYID,VEHICLEPLATE,VEHICLETYPE,TRANSTIME
G007,川H89345_1,B1,04/06/2022 15:16:03
G008,川H89345_1,B1,04/06/2022 15:19:33
G009,川H89345_1,B1,04/06/2022 15:22:08
G010,川H89345_1,B1,04/06/2022 15:25:42
G011,川H89345_1,B1,04/06/2022 15:27:06
G010,粤N57571_2,B1,01/06/2022 15:57:00
G011,粤N57571_2,B1,01/06/2022 15:58:33
G005,苏L79628_1,B1,02/06/2022 17:42:00
G006,苏L79628_1,B1,02/06/2022 17:48:35
G007,苏L79628_1,B1,02/06/2022 17:52:08
G008,苏L79628_1,B1,02/06/2022 17:56:49
G009,苏L79628_1,B1,02/06/2022 17:59:36
G010,苏L79628_1,B1,02/06/2022 18:10:57
G011,苏L79628_1,B1,02/06/2022 18:15:30
G001,苏L79628_1,B1,03/06/2022 17:59:00
G002,苏L79628_1,B1,03/06/2022 18:00:20
G003,苏L79628_1,B1,03/06/2022 18:02:35
G004,苏L79628_1,B1,03/06/2022 18:06:17
G005,苏L79628_1,B1,03/06/2022 18:09:55
G006,苏L79628_1,B1,03/06/2022 18:13:41
G007,苏L79628_1,B1,03/06/2022 18:18:03
G008,苏L79628_1,B1,03/06/2022 18:24:19
G009,苏L79628_1,B1,03/06/2022 18:27:20
G010,苏L79628_1,B1,03/06/2022 18:40:50
G011,苏L79628_1,B1,03/06/2022 18:43:44
G001,苏L79628_1,B1,04/06/2022 22:26:00
G002,苏L79628_1,B1,04/06/2022 22:27:15
G003,苏L79628_1,B1,04/06/2022 22:28:12
G004,苏L79628_1,B1,04/06/2022 22:29:59
G005,苏L79628_1,B1,04/06/2022 22:31:13
G006,苏L79628_1,B1,04/06/2022 22:34:30
G007,苏L79628_1,B1,04/06/2022 22:37:18
G008,苏L79628_1,B1,04/06/2022 22:40:23
G009,苏L79628_1,B1,04/06/2022 22:42:22
G010,苏L79628_1,B1,04/06/2022 22:45:43
G011,苏L79628_1,B1,04/06/2022 22:47:12
G009,浙K97034_2,T1,01/06/2022 23:31:00
G010,浙K97034_2,T1,01/06/2022 23:34:59
G011,浙K97034_2,T1,01/06/2022 23:36:43
G007,浙K97034_2,T1,03/06/2022 19:55:00
G008,浙K97034_2,T1,03/06/2022 19:59:03
G001,浙K97034_2,T1,04/06/2022 20:12:00
G002,浙K97034_2,T1,04/06/2022 20:13:08
G003,浙K97034_2,T1,04/06/2022 20:14:49
G004,浙K97034_2,T1,04/06/2022 20:16:25
G005,浙K97034_2,T1,04/06/2022 20:17:32
G006,浙K97034_2,T1,04/06/2022 20:21:23
G007,浙K97034_2,T1,04/06/2022 20:23:43
G008,浙K97034_2,T1,04/06/2022 20:27:00
G009,浙K97034_2,T1,04/06/2022 20:28:53
G010,浙K97034_2,T1,04/06/2022 20:32:54
G011,浙K97034_2,T1,04/06/2022 20:34:16
G001,京M89792_0,T1,01/06/2022 18:51:00
G002,京M89792_0,T1,01/06/2022 18:53:24
G003,京M89792_0,T1,01/06/2022 18:54:44
G004,京M89792_0,T1,01/06/2022 18:59:23
G005,京M89792_0,T1,01/06/2022 19:03:28
G006,京M89792_0,T1,01/06/2022 19:08:25
G007,京M89792_0,T1,01/06/2022 19:11:15
G008,京M89792_0,T1,01/06/2022 19:17:49
G009,京M89792_0,T1,01/06/2022 19:19:58
G010,京M89792_0,T1,01/06/2022 19:33:39
G011,京M89792_0,T1,01/06/2022 19:35:24
G010,京M89792_0,T1,02/06/2022 16:07:00
G011,京M89792_0,T1,02/06/2022 16:08:55
G001,京M89792_0,T1,03/06/2022 17:12:00
G002,京M89792_0,T1,03/06/2022 17:13:38
G003,京M89792_0,T1,03/06/2022 17:15:45
G004,京M89792_0,T1,03/06/2022 17:19:06
G005,京M89792_0,T1,03/06/2022 17:23:10
G006,京M89792_0,T1,03/06/2022 17:27:47
G007,京M89792_0,T1,03/06/2022 17:30:21
G008,京M89792_0,T1,03/06/2022 17:34:25
G009,京M89792_0,T1,03/06/2022 17:36:38
G010,京M89792_0,T1,03/06/2022 17:50:00
G011,京M89792_0,T1,03/06/2022 17:51:55
G008,京M89792_0,T1,04/06/2022 17:06:00
G009,京M89792_0,T1,04/06/2022 17:08:40
G010,京M89792_0,T1,04/06/2022 17:15:21
G011,京M89792_0,T1,04/06/2022 17:17:47
G002,川W05734_1,B1,02/06/2022 09:12:00
G003,川W05734_1,B1,02/06/2022 09:13:44
G001,川W05734_1,B1,03/06/2022 07:37:00
G002,川W05734_1,B1,03/06/2022 07:39:57
G003,川W05734_1,B1,03/06/2022 07:42:01
G004,川W05734_1,B1,03/06/2022 07:45:00
G005,川W05734_1,B1,03/06/2022 07:46:38
G006,川W05734_1,B1,03/06/2022 07:54:51
G007,川W05734_1,B1,03/06/2022 07:56:52
G008,川W05734_1,B1,03/06/2022 08:01:22
G009,川W05734_1,B1,03/06/2022 08:04:49
G010,川W05734_1,B1,03/06/2022 08:15:16
G011,川W05734_1,B1,03/06/2022 08:17:36
G010,川W05734_1,B1,04/06/2022 21:27:00
G011,川W05734_1,B1,04/06/2022 21:31:13
G010,鲁M78076_0,T1,02/06/2022 11:30:00
G011,鲁M78076_0,T1,02/06/2022 11:32:04
G003,鲁M78076_0,T1,04/06/2022 16:19:00
G004,鲁M78076_0,T1,04/06/2022 16:21:31
G005,鲁M78076_0,T1,04/06/2022 16:23:00
G006,鲁M78076_0,T1,04/06/2022 16:26:14
G007,鲁M78076_0,T1,04/06/2022 16:28:06
G001,鲁J91860_2,B1,02/06/2022 09:43:00
G002,鲁J91860_2,B1,02/06/2022 09:45:01
G003,鲁J91860_2,B1,02/06/2022 09:48:11
G004,鲁J91860_2,B1,02/06/2022 09:50:41
G005,鲁J91860_2,B1,02/06/2022 09:54:04
G006,鲁J91860_2,B1,02/06/2022 10:00:17
G007,鲁J91860_2,B1,02/06/2022 10:02:22
G008,鲁J91860_2,B1,02/06/2022 10:05:05
G009,鲁J91860_2,B1,02/06/2022 10:06:38
G010,鲁J91860_2,B1,02/06/2022 10:09:55
G011,鲁J91860_2,B1,02/06/2022 10:11:14
G001,鲁J91860_2,B1,04/06/2022 18:15:00
G002,鲁J91860_2,B1,04/06/2022 18:16:13
G003,鲁J91860_2,B1,04/06/2022 18:18:16
G004,鲁J91860_2,B1,04/06/2022 18:20:46
G005,鲁J91860_2,B1,04/06/2022 18:24:03
G006,鲁J91860_2,B1,04/06/2022 18:28:26
G007,鲁J91860_2,B1,04/06/2022 18:30:56
G008,鲁J91860_2,B1,04/06/2022 18:37:50
G009,鲁J91860_2,B1,04/06/2022 18:41:06
G010,鲁J91860_2,B1,04/06/2022 18:47:58
G011,鲁J91860_2,B1,04/06/2022 18:51:15
G002,闽R93696_2,B1,01/06/2022 13:51:00
G003,闽R93696_2,B1,01/06/2022 13:51:56
G004,闽R93696_2,B1,01/06/2022 13:53:43
G005,闽R93696_2,B1,01/06/2022 13:55:08
G006,闽R93696_2,B1,01/06/2022 13:57:55
G007,闽R93696_2,B1,01/06/2022 14:00:27
G008,闽R93696_2,B1,01/06/2022 14:03:14
G009,闽R93696_2,B1,01/06/2022 14:05:59
G002,闽R93696_2,B1,02/06/2022 20:26:00
G003,闽R93696_2,B1,02/06/2022 20:27:10
G004,闽R93696_2,B1,02/06/2022 20:28:35
G005,闽R93696_2,B1,02/06/2022 20:30:19
G001,闽R93696_2,B1,03/06/2022 08:32:00
G002,闽R93696_2,B1,03/06/2022 08:33:26
G003,闽R93696_2,B1,03/06/2022 08:34:53
G004,闽R93696_2,B1,03/06/2022 08:37:44
G005,闽R93696_2,B1,03/06/2022 08:40:52
G006,闽R93696_2,B1,03/06/2022 08:49:39
G007,闽R93696_2,B1,03/06/2022 08:52:59
G008,闽R93696_2,B1,03/06/2022 08:56:36
G009,闽R93696_2,B1,03/06/2022 09:00:07
G010,闽R93696_2,B1,03/06/2022 09:11:29
G011,闽R93696_2,B1,03/06/2022 09:14:57
G010,川F20646_2,T1,01/06/2022 15:32:00
G011,川F20646_2,T1,01/06/2022 15:33:41
G004,川F20646_2,T1,02/06/2022 22:26:00
G005,川F20646_2,T1,02/06/2022 22:27:33
G006,川F20646_2,T1,02/06/2022 22:31:33
G007,川F20646_2,T1,02/06/2022 22:33:02
G008,川F20646_2,T1,02/06/2022 22:37:30
G009,川F20646_2,T1,02/06/2022 22:39:23
G010,川F20646_2,T1,02/06/2022 22:43:13
G011,川F20646_2,T1,02/06/2022 22:45:01
G001,川F20646_2,T1,03/06/2022 14:49:00
G002,川F20646_2,T1,03/06/2022 14:49:51
G003,川F20646_2,T1,03/06/2022 14:50:59
G004,川F20646_2,T1,03/06/2022 14:52:52
G010,川F20646_2,T1,04/06/2022 16:02:00
G011,川F20646_2,T1,04/06/2022 16:03:23
G005,浙Q25978_2,B1,01/06/2022 12:29:00
G006,浙Q25978_2,B1,01/06/2022 12:32:15
G007,浙Q25978_2,B1,01/06/2022 12:33:56
G008,浙Q25978_2,B1,01/06/2022 12:37:24
G009,浙Q25978_2,B1,01/06/2022 12:39:36
G010,浙Q25978_2,B1,01/06/2022 12:48:58
G001,浙Q25978_2,B1,02/06/2022 18:04:00
G002,浙Q25978_2,B1,02/06/2022 18:05:54
G003,浙Q25978_2,B1,02/06/2022 18:07:37
G004,浙Q25978_2,B1,02/06/2022 18:11:23
G005,浙Q25978_2,B1,02/06/2022 18:16:23
G006,浙Q25978_2,B1,02/06/2022 18:22:14
G007,浙Q25978_2,B1,02/06/2022 18:26:55
G008,浙Q25978_2,B1,02/06/2022 18:32:31
G009,浙Q25978_2,B1,02/06/2022 18:35:28
G010,浙Q25978_2,B1,02/06/2022 18:44:04
G011,浙Q25978_2,B1,02/06/2022 18:46:40
G006,浙Q25978_2,B1,03/06/2022 17:07:00
G007,浙Q25978_2,B1,03/06/2022 17:08:16
G008,浙Q25978_2,B1,03/06/2022 17:11:40
G001,浙Q25978_2,B1,04/06/2022 12:56:00
G002,浙Q25978_2,B1,04/06/2022 12:57:31
G003,浙Q25978_2,B1,04/06/2022 12:58:39
G004,浙Q25978_2,B1,04/06/2022 13:01:26
G005,浙Q25978_2,B1,04/06/2022 13:02:50
G006,浙Q25978_2,B1,04/06/2022 13:05:28
G007,浙Q25978_2,B1,04/06/2022 13:07:14
G008,浙Q25978_2,B1,04/06/2022 13:11:00
G009,浙Q25978_2,B1,04/06/2022 13:12:53
G010,浙Q25978_2,B1,04/06/2022 13:17:15
G011,浙Q25978_2,B1,04/06/2022 13:18:54
G001,粤B09262_1,B1,01/06/2022 08:20:00
G002,粤B09262_1,B1,01/06/2022 08:21:05
G003,粤B09262_1,B1,01/06/2022 08:22:30
G004,粤B09262_1,B1,01/06/2022 08:24:49
G005,粤B09262_1,B1,01/06/2022 08:28:59
G006,粤B09262_1,B1,01/06/2022 08:36:39
G007,粤B09262_1,B1,01/06/2022 08:39:44
G008,粤B09262_1,B1,01/06/2022 08:45:10
G009,粤B09262_1,B1,01/06/2022 08:48:13
G010,粤B09262_1,B1,01/06/2022 08:53:35
G011,粤B09262_1,B1,01/06/2022 08:57:14
G001,粤B09262_1,B1,03/06/2022 08:41:00
G002,粤B09262_1,B1,03/06/2022 08:42:15
G003,粤B09262_1,B1,03/06/2022 08:44:29
G004,粤B09262_1,B1,03/06/2022 08:47:55
G005,粤B09262_1,B1,03/06/2022 08:51:21
G006,粤B09262_1,B1,03/06/2022 08:55:33
G007,粤B09262_1,B1,03/06/2022 08:59:14
G008,粤B09262_1,B1,03/06/2022 09:05:41
G009,粤B09262_1,B1,03/06/2022 09:09:15
G010,粤B09262_1,B1,03/06/2022 09:17:58
G011,粤B09262_1,B1,03/06/2022 09:21:29
G001,渝A38959_2,B3,04/06/2022 10:51:00
G002,渝A38959_2,B3,04/06/2022 10:52:11
G003,渝A38959_2,B3,04/06/2022 10:53:20
G004,渝A38959_2,B3,04/06/2022 10:55:42
G005,渝A38959_2,B3,04/06/2022 10:58:43
G006,渝A38959_2,B3,04/06/2022 11:02:33
G007,渝A38959_2,B3,04/06/2022 11:04:36
G008,渝A38959_2,B3,04/06/2022 11:07:21
G009,渝A38959_2,B3,04/06/2022 11:09:17
G010,渝A38959_2,B3,04/06/2022 11:12:49
G011,渝A38959_2,B3,04/06/2022 11:14:54
G004,粤C09338_2,B1,01/06/2022 19:12:00
G005,粤C09338_2,B1,01/06/2022 19:15:49
G006,粤C09338_2,B1,01/06/2022 19:22:42
G008,粤C09338_2,B1,03/06/2022 12:42:00
G009,粤C09338_2,B1,03/06/2022 12:43:36
G010,粤C09338_2,B1,04/06/2022 17:59:00
G011,粤C09338_2,B1,04/06/2022 18:02:27
G010,川A62004_2,B2,02/06/2022 19:17:00
G011,川A62004_2,B2,02/06/2022 19:20:02
G008,川A62004_2,B2,03/06/2022 20:34:00
G009,川A62004_2,B2,03/06/2022 20:36:03
G010,川A62004_2,B2,03/06/2022 20:39:50
G005,川A62004_2,B2,04/06/2022 19:47:00
G001,渝L50079_1,B1,02/06/2022 19:57:00
G002,渝L50079_1,B1,02/06/2022 19:58:55
G003,渝L50079_1,B1,02/06/2022 20:00:29
G004,渝L50079_1,B1,02/06/2022 20:02:12
G005,渝L50079_1,B1,02/06/2022 20:03:29
G006,渝L50079_1,B1,02/06/2022 20:08:29
G007,渝L50079_1,B1,02/06/2022 20:11:18
G008,渝L50079_1,B1,02/06/2022 20:15:08
G009,渝L50079_1,B1,02/06/2022 20:17:46
G010,渝L50079_1,B1,02/06/2022 20:22:43
G011,渝L50079_1,B1,02/06/2022 20:24:31
G001,渝L50079_1,B1,03/06/2022 13:08:00
G002,渝L50079_1,B1,03/06/2022 13:08:47
G003,渝L50079_1,B1,03/06/2022 13:10:16
G004,渝L50079_1,B1,03/06/2022 13:13:08
G005,渝L50079_1,B1,03/06/2022 13:14:29
G006,渝L50079_1,B1,03/06/2022 13:17:30
G007,渝L50079_1,B1,03/06/2022 13:20:26
G009,渝L50079_1,B1,04/06/2022 15:33:00
G010,渝L50079_1,B1,04/06/2022 15:35:37
G006,京C42977_1,B2,01/06/2022 18:26:00
G007,京C42977_1,B2,01/06/2022 18:27:37
G008,京C42977_1,B2,01/06/2022 18:34:05
G007,京C42977_1,B2,02/06/2022 08:45:00
G008,京C42977_1,B2,02/06/2022 08:51:51
G009,京C42977_1,B2,02/06/2022 08:55:13
G010,京C42977_1,B2,02/06/2022 09:04:25
G001,京C42977_1,B2,03/06/2022 18:27:00
G002,京C42977_1,B2,03/06/2022 18:28:58
G003,京C42977_1,B2,03/06/2022 18:30:39
G004,京C42977_1,B2,03/06/2022 18:33:24
G005,京C42977_1,B2,03/06/2022 18:37:39
G006,京C42977_1,B2,03/06/2022 18:43:58
G007,京C42977_1,B2,03/06/2022 18:48:06
G008,京C42977_1,B2,03/06/2022 18:53:16
G009,京C42977_1,B2,03/06/2022 18:56:59
G010,京C42977_1,B2,03/06/2022 19:02:41
G011,京C42977_1,B2,03/06/2022 19:06:06
G001,粤B97530_0,B2,01/06/2022 19:05:00
G002,粤B97530_0,B2,01/06/2022 19:06:17
G003,粤B97530_0,B2,01/06/2022 19:08:29
G004,粤B97530_0,B2,01/06/2022 19:11:03
G005,粤B97530_0,B2,01/06/2022 19:15:19
G006,粤B97530_0,B2,01/06/2022 19:24:19
G007,粤B97530_0,B2,01/06/2022 19:28:51
G008,粤B97530_0,B2,01/06/2022 19:34:16
G009,粤B97530_0,B2,01/06/2022 19:38:30
G010,粤B97530_0,B2,01/06/2022 19:45:00
G011,粤B97530_0,B2,01/06/2022 19:49:09
G003,粤B97530_0,B2,03/06/2022 12:27:00
G004,粤B97530_0,B2,03/06/2022 12:29:11
G005,粤B97530_0,B2,03/06/2022 12:30:13
G006,粤B97530_0,B2,03/06/2022 12:34:14
G007,粤B97530_0,B2,03/06/2022 12:36:12
G008,粤B97530_0,B2,03/06/2022 12:39:08
G009,粤B97530_0,B2,03/06/2022 12:41:29
G001,粤B97530_0,B2,04/06/2022 10:57:00
G002,粤B97530_0,B2,04/06/2022 10:58:11
G003,粤B97530_0,B2,04/06/2022 10:59:46
G004,粤B97530_0,B2,04/06/2022 11:01:55
G005,粤B97530_0,B2,04/06/2022 11:03:09
G006,粤B97530_0,B2,04/06/2022 11:08:42
G007,粤B97530_0,B2,04/06/2022 11:10:30
G008,粤B97530_0,B2,04/06/2022 11:14:30
G009,粤B97530_0,B2,04/06/2022 11:17:29
G010,粤B97530_0,B2,04/06/2022 11:20:53
G011,粤B97530_0,B2,04/06/2022 11:22:53
G006,鲁U76470_2,B2,01/06/2022 17:53:00
G007,鲁U76470_2,B2,01/06/2022 17:54:26
G008,鲁U76470_2,B2,01/06/2022 17:59:32
G001,鲁U76470_2,B2,03/06/2022 23:05:00
G002,鲁U76470_2,B2,03/06/2022 23:05:48
G003,鲁U76470_2,B2,03/06/2022 23:06:50
G004,鲁U76470_2,B2,03/06/2022 23:08:41
G005,鲁U76470_2,B2,03/06/2022 23:10:00
G006,鲁U76470_2,B2,03/06/2022 23:14:05
G007,鲁U76470_2,B2,03/06/2022 23:15:33
G008,鲁U76470_2,B2,03/06/2022 23:18:11
G009,鲁U76470_2,B2,03/06/2022 23:20:03
G010,鲁U76470_2,B2,03/06/2022 23:24:10
G011,鲁U76470_2,B2,03/06/2022 23:25:34
G001,鲁U76470_2,B2,04/06/2022 00:36:00
G002,鲁U76470_2,B2,04/06/2022 00:36:52
G003,鲁U76470_2,B2,04/06/2022 00:38:05
G004,鲁U76470_2,B2,04/06/2022 00:40:26
G005,鲁U76470_2,B2,04/06/2022 00:41:24
G006,鲁U76470_2,B2,04/06/2022 00:44:46
G009,闽N31089_1,B1,01/06/2022 14:37:00
G010,闽N31089_1,B1,01/06/2022 14:46:29
G011,闽N31089_1,B1,01/06/2022 14:48:01
G005,闽N31089_1,B1,02/06/2022 16:13:00
G006,闽N31089_1,B1,02/06/2022 16:16:29
G007,闽N31089_1,B1,02/06/2022 16:18:10
G008,闽N31089_1,B1,02/06/2022 16:21:12
G001,闽N31089_1,B1,03/06/2022 08:21:00
G002,闽N31089_1,B1,03/06/2022 08:23:15
G003,闽N31089_1,B1,03/06/2022 08:25:22
G004,闽N31089_1,B1,03/06/2022 08:28:33
G005,闽N31089_1,B1,03/06/2022 08:30:32
G006,闽N31089_1,B1,03/06/2022 08:38:38
G007,闽N31089_1,B1,03/06/2022 08:41:01
G008,闽N31089_1,B1,03/06/2022 08:47:51
G009,闽N31089_1,B1,03/06/2022 08:50:48
G010,闽N31089_1,B1,03/06/2022 08:59:51
G011,闽N31089_1,B1,03/06/2022 09:01:53
G005,闽N31089_1,B1,04/06/2022 20:52:00
G006,闽N31089_1,B1,04/06/2022 20:55:57
G007,闽N31089_1,B1,04/06/2022 20:57:38
G008,闽N31089_1,B1,04/06/2022 20:59:59
G009,闽N31089_1,B1,04/06/2022 21:02:08
G010,闽N31089_1,B1,04/06/2022 21:08:30
G011,闽N31089_1,B1,04/06/2022 21:10:19
G005,沪A49137_0,B1,01/06/2022 12:17:00
G001,鲁K28446_1,B1,01/06/2022 21:38:00
G002,鲁K28446_1,B1,01/06/2022 21:39:00
G009,鲁K28446_1,B1,02/06/2022 08:00:00
G010,鲁K28446_1,B1,02/06/2022 08:05:39
G011,鲁K28446_1,B1,02/06/2022 08:09:33
G003,鲁K28446_1,B1,03/06/2022 07:02:00
G004,鲁K28446_1,B1,03/06/2022 07:05:41
G006,鲁K28446_1,B1,04/06/2022 09:43:00
G007,鲁K28446_1,B1,04/06/2022 09:44:52
G008,鲁K28446_1,B1,04/06/2022 09:48:21
G009,鲁K28446_1,B1,04/06/2022 09:51:31
G010,鲁K28446_1,B1,04/06/2022 10:04:36
G001,苏V39619_1,B1,01/06/2022 17:04:00
G002,苏V39619_1,B1,01/06/2022 17:05:20
G003,苏V39619_1,B1,01/06/2022 17:07:07
G004,苏V39619_1,B1,01/06/2022 17:09:42
G005,苏V39619_1,B1,01/06/2022 17:13:10
G006,苏V39619_1,B1,01/06/2022 17:19:40
G007,苏V39619_1,B1,01/06/2022 17:23:27
G008,苏V39619_1,B1,01/06/2022 17:27:57
G009,苏V39619_1,B1,01/06/2022 17:30:23
G010,苏V39619_1,B1,01/06/2022 17:42:18
G011,苏V39619_1,B1,01/06/2022 17:44:25
G004,苏V39619_1,B1,02/06/2022 21:17:00
G005,苏V39619_1,B1,02/06/2022 21:18:17
G006,苏V39619_1,B1,02/06/2022 21:22:51
G007,苏V39619_1,B1,02/06/2022 21:24:47
G008,苏V39619_1,B1,02/06/2022 21:27:42
G009,苏V39619_1,B1,02/06/2022 21:29:39
G003,苏V39619_1,B1,04/06/2022 18:24:00
G004,苏V39619_1,B1,04/06/2022 18:27:16
G005,苏V39619_1,B1,04/06/2022 18:30:49
G001,川X72806_0,B1,04/06/2022 13:16:00
G002,川X72806_0,B1,04/06/2022 13:17:21
G003,川X72806_0,B1,04/06/2022 13:18:41
G004,川X72806_0,B1,04/06/2022 13:20:43
G005,川X72806_0,B1,04/06/2022 13:22:11
G006,川X72806_0,B1,04/06/2022 13:26:31
G007,川X72806_0,B1,04/06/2022 13:28:13
G008,川X72806_0,B1,04/06/2022 13:31:07
G009,川X72806_0,B1,04/06/2022 13:33:26
G010,川X72806_0,B1,04/06/2022 13:36:54
G011,川X72806_0,B1,04/06/2022 13:38:21
G009,渝H06716_2,B2,02/06/2022 11:22:00
G010,渝H06716_2,B2,02/06/2022 11:24:48
G011,渝H06716_2,B2,02/06/2022 11:26:24
G010,渝H06716_2,B2,03/06/2022 14:50:00
G011,渝H06716_2,B2,03/06/2022 14:52:23
G010,渝H06716_2,B2,04/06/2022 14:25:00
G011,渝H06716_2,B2,04/06/2022 14:27:49
G006,粤K57424_1,B2,03/06/2022 18:57:00
G007,粤K57424_1,B2,03/06/2022 18:59:30
G008,粤K57424_1,B2,03/06/2022 19:06:24
G009,粤K57424_1,B2,03/06/2022 19:10:04
G010,粤K57424_1,B2,03/06/2022 19:19:19
G001,粤K57424_1,B2,04/06/2022 10:08:00
G002,粤K57424_1,B2,04/06/2022 10:09:03
G003,粤K57424_1,B2,04/06/2022 10:10:27
G004,粤K57424_1,B2,04/06/2022 10:12:47
G005,粤K57424_1,B2,04/06/2022 10:14:28
G006,粤K57424_1,B2,04/06/2022 10:19:30
G007,粤K57424_1,B2,04/06/2022 10:21:01
G008,粤K57424_1,B2,04/06/2022 10:25:39
G009,粤K57424_1,B2,04/06/2022 10:27:45
G010,粤K57424_1,B2,04/06/2022 10:31:29
G011,粤K57424_1,B2,04/06/2022 10:32:41
G005,闽Q16140_1,T2,01/06/2022 19:18:00
G006,闽Q16140_1,T2,01/06/2022 19:23:11
G007,闽Q16140_1,T2,01/06/2022 19:26:42
G008,闽Q16140_1,T2,01/06/2022 19:38:50
G009,闽Q16140_1,T2,01/06/2022 19:41:50
G010,闽Q16140_1,T2,01/06/2022 19:54:54
G011,闽Q16140_1,T2,01/06/2022 19:57:42
G004,闽Q16140_1,T2,02/06/2022 17:51:00
G005,闽Q16140_1,T2,02/06/2022 17:55:19
G006,闽Q16140_1,T2,02/06/2022 18:05:28
G001,闽Q16140_1,T2,03/06/2022 09:10:00
G002,闽Q16140_1,T2,03/06/2022 09:12:08
G003,闽Q16140_1,T2,03/06/2022 09:15:37
G004,闽Q16140_1,T2,03/06/2022 09:17:50
G005,闽Q16140_1,T2,03/06/2022 09:21:11
G006,闽Q16140_1,T2,03/06/2022 09:30:53
G007,闽Q16140_1,T2,03/06/2022 09:35:39
G008,闽Q16140_1,T2,03/06/2022 09:40:27
G009,闽Q16140_1,T2,03/06/2022 09:43:24
G010,闽Q16140_1,T2,03/06/2022 09:53:10
G011,闽Q16140_1,T2,03/06/2022 09:56:47
G006,闽Q16140_1,T2,04/06/2022 21:00:00
G007,闽Q16140_1,T2,04/06/2022 21:01:08
G001,沪B09975_1,B3,02/06/2022 05:48:00
G002,沪B09975_1,B3,02/06/2022 05:48:49
G003,沪B09975_1,B3,02/06/2022 05:49:54
G004,沪B09975_1,B3,02/06/2022 05:52:13
G005,沪B09975_1,B3,02/06/2022 05:53:40
G006,沪B09975_1,B3,02/06/2022 05:56:56
G007,沪B09975_1,B3,02/06/2022 05:58:54
G008,沪B09975_1,B3,02/06/2022 06:02:33
G009,沪B09975_1,B3,02/06/2022 06:05:26
G010,沪B09975_1,B3,02/06/2022 06:08:45
G011,沪B09975_1,B3,02/06/2022 06:10:13
G003,沪B09975_1,B3,04/06/2022 11:26:00
G004,沪B09975_1,B3,04/06/2022 11:27:47
G005,沪B09975_1,B3,04/06/2022 11:29:51
G006,沪B09975_1,B3,04/06/2022 11:33:24
G002,沪V11966_0,T1,01/06/2022 18:09:00
G003,沪V11966_0,T1,01/06/2022 18:10:38
G004,沪V11966_0,T1,01/06/2022 18:13:23
G005,沪V11966_0,T1,01/06/2022 18:16:58
G006,沪V11966_0,T1,01/06/2022 18:20:46
G007,沪V11966_0,T1,01/06/2022 18:23:33
G008,沪V11966_0,T1,01/06/2022 18:32:40
G009,沪V11966_0,T1,01/06/2022 18:37:16
G010,沪V11966_0,T1,01/06/2022 18:46:47
G010,沪V11966_0,T1,02/06/2022 09:11:00
G011,沪V11966_0,T1,02/06/2022 09:13:53
G001,沪V11966_0,T1,04/06/2022 03:42:00
G002,沪V11966_0,T1,04/06/2022 03:42:49
G003,沪V11966_0,T1,04/06/2022 03:43:49
G004,沪V11966_0,T1,04/06/2022 03:45:29
G005,沪V11966_0,T1,04/06/2022 03:46:38
G006,沪V11966_0,T1,04/06/2022 03:49:53
G007,沪V11966_0,T1,04/06/2022 03:51:28
G008,沪V11966_0,T1,04/06/2022 03:55:33
G009,沪V11966_0,T1,04/06/2022 03:57:46
G010,沪V11966_0,T1,04/06/2022 04:02:34
G011,沪V11966_0,T1,04/06/2022 04:04:35
G005,浙M75913_0,B1,02/06/2022 15:18:00
G001,浙M75913_0,B1,03/06/2022 22:45:00
G002,浙M75913_0,B1,03/06/2022 22:46:10
G007,浙M75913_0,B1,04/06/2022 19:45:00
G008,浙M75913_0,B1,04/06/2022 19:50:18
G009,浙M75913_0,B1,04/06/2022 19:53:46
G010,浙M75913_0,B1,04/06/2022 20:07:42
G011,浙M75913_0,B1,04/06/2022 20:09:19
G001,浙C46175_2,B2,02/06/2022 17:42:00
G002,浙C46175_2,B2,02/06/2022 17:44:20
G003,浙C46175_2,B2,02/06/2022 17:48:43
G004,浙C46175_2,B2,02/06/2022 17:52:18
G005,浙C46175_2,B2,02/06/2022 17:56:35
G006,浙C46175_2,B2,02/06/2022 18:03:16
G007,浙C46175_2,B2,02/06/2022 18:05:53
G008,浙C46175_2,B2,02/06/2022 18:10:01
G009,浙C46175_2,B2,02/06/2022 18:12:02
G010,浙C46175_2,B2,02/06/2022 18:18:04
G011,浙C46175_2,B2,02/06/2022 18:19:59
G002,浙C46175_2,B2,03/06/2022 15:38:00
G003,浙C46175_2,B2,03/06/2022 15:39:45
G009,浙C46175_2,B2,04/06/2022 09:15:00
G010,浙C46175_2,B2,04/06/2022 09:19:11
G009,苏N94364_2,T2,03/06/2022 17:08:00
G010,苏N94364_2,T2,03/06/2022 17:10:52
G001,鲁U48652_2,B3,01/06/2022 18:08:00
G002,鲁U48652_2,B3,01/06/2022 18:09:18
G003,鲁U48652_2,B3,01/06/2022 18:11:29
G004,鲁U48652_2,B3,01/06/2022 18:14:56
G005,鲁U48652_2,B3,01/06/2022 18:18:06
G006,鲁U48652_2,B3,01/06/2022 18:22:02
G007,鲁U48652_2,B3,01/06/2022 18:26:26
G008,鲁U48652_2,B3,01/06/2022 18:32:07
G009,鲁U48652_2,B3,01/06/2022 18:35:02
G010,鲁U48652_2,B3,01/06/2022 18:40:42
G011,鲁U48652_2,B3,01/06/2022 18:43:53
G005,鲁U48652_2,B3,02/06/2022 15:15:00
